거래번호,지점,고객타입,성별,제품군,단가,수량,매출액,날짜,시간,지불방식,매출원가,매출이익
533-33-5337,B,비회원,남성,컴퓨터 주변기기,"82,566",10,"825,660",2019-02-07,20:24,현금,"793,900","31,760"
325-90-8763,C,회원,여성,컴퓨터 주변기기,"48,433",10,"484,330",2019-01-27,13:58,현금,"465,700","18,630"
729-46-7422,C,비회원,남성,식품/음료,"37,326",1,"37,326",2019-02-23,16:52,신용카드,"35,890","1,436"
639-76-1242,C,비회원,남성,식품/음료,"42,141",5,"210,705",2019-02-03,15:19,현금,"202,600","8,105"
234-03-4040,B,회원,여성,식품/음료,"75,972",10,"759,720",2019-03-03,12:25,신용카드,"730,500","29,220"
326-71-2155,C,비회원,여성,스포츠/여행,"76,908",4,"307,632",2019-02-03,10:02,현금,"295,800","11,832"
320-32-8842,C,회원,여성,식품/음료,"23,525",1,"23,525",2019-03-17,18:58,현금,"22,620",905
470-32-9057,A,회원,남성,식품/음료,"53,394",5,"266,970",2019-03-28,15:31,신용카드,"256,700","10,270"
878-30-2331,C,회원,여성,스포츠/여행,"56,732",10,"567,320",2019-03-02,11:22,신용카드,"545,500","21,820"
440-59-5691,C,회원,여성,헬스/뷰티,"38,636",7,"270,452",2019-02-08,13:12,신용카드,"260,050","10,402"
554-53-3790,B,비회원,남성,스포츠/여행,"38,501",6,"231,006",2019-03-22,18:33,현금,"222,120","8,886"
746-19-0921,C,비회원,남성,식품/음료,"22,443",1,"22,443",2019-02-09,10:02,신용카드,"21,580",863
233-34-0817,C,회원,여성,컴퓨터 주변기기,"102,794",1,"102,794",2019-02-15,11:21,현금,"98,840","3,954"
767-05-1286,C,회원,여성,홈데코,"87,121",6,"522,726",2019-01-23,12:10,신용카드,"502,620","20,106"
340-21-9136,A,회원,여성,스포츠/여행,"41,652",4,"166,608",2019-01-25,11:40,현금,"160,200","6,408"
405-31-3305,A,회원,남성,패션/액세서리,"44,855",10,"448,550",2019-02-02,18:31,신용카드,"431,300","17,250"
731-59-7531,B,회원,남성,헬스/뷰티,"75,473",8,"603,784",2019-03-30,17:58,현금,"580,560","23,224"
676-39-6028,A,회원,여성,컴퓨터 주변기기,"67,018",5,"335,090",2019-03-30,17:04,현금,"322,200","12,890"
502-05-1910,A,비회원,남성,헬스/뷰티,"67,787",3,"203,361",2019-02-25,20:35,신용카드,"195,540","7,821"
485-30-8700,A,비회원,여성,스포츠/여행,"34,590",5,"172,950",2019-03-18,16:10,신용카드,"166,300","6,650"
598-47-9715,C,비회원,남성,컴퓨터 주변기기,"87,433",4,"349,732",2019-03-07,16:54,신용카드,"336,280","13,452"
701-69-8742,B,비회원,남성,스포츠/여행,"35,745",10,"357,450",2019-03-16,10:11,신용카드,"343,700","13,750"
575-67-1508,A,비회원,남성,컴퓨터 주변기기,"40,144",1,"40,144",2019-01-29,11:26,신용카드,"38,600","1,544"
541-08-3113,C,비회원,남성,식품/음료,"68,609",8,"548,872",2019-02-02,20:29,현금,"527,760","21,112"
246-11-3901,C,비회원,여성,컴퓨터 주변기기,"34,112",10,"341,120",2019-02-15,12:12,현금,"328,000","13,120"
674-15-9296,A,비회원,남성,스포츠/여행,"38,626",5,"193,130",2019-01-08,13:05,신용카드,"185,700","7,430"
305-18-3552,B,회원,남성,홈데코,"62,795",10,"627,950",2019-02-12,16:19,현금,"603,800","24,150"
493-65-6248,C,회원,여성,스포츠/여행,"38,459",10,"384,590",2019-01-01,19:48,신용카드,"369,800","14,790"
438-01-4015,B,회원,여성,스포츠/여행,"51,470",4,"205,880",2019-03-21,15:25,신용카드,"197,960","7,920"
709-58-4068,B,비회원,여성,패션/액세서리,"42,734",10,"427,340",2019-02-28,14:42,현금,"410,900","16,440"
795-49-7276,A,비회원,남성,패션/액세서리,"38,636",4,"154,544",2019-03-23,18:59,신용카드,"148,600","5,944"
556-72-8512,C,비회원,남성,홈데코,"23,878",1,"23,878",2019-01-30,20:47,현금,"22,960",918
627-95-3243,B,회원,여성,홈데코,"80,787",9,"727,083",2019-02-04,13:21,신용카드,"699,120","27,963"
686-41-0932,B,비회원,여성,패션/액세서리,"36,088",2,"72,176",2019-03-13,19:48,신용카드,"69,400","2,776"
510-09-5628,A,회원,여성,패션/액세서리,"20,446",10,"204,460",2019-03-15,18:20,신용카드,"196,600","7,860"
608-04-3797,B,회원,여성,헬스/뷰티,"26,333",8,"210,664",2019-03-05,20:24,신용카드,"202,560","8,104"
148-82-2527,C,회원,여성,홈데코,"12,605",10,"126,050",2019-03-05,13:44,신용카드,"121,200","4,850"
437-53-3084,B,비회원,남성,패션/액세서리,"103,886",2,"207,772",2019-02-26,11:48,신용카드,"199,780","7,992"
632-32-4574,B,비회원,남성,스포츠/여행,"78,957",8,"631,656",2019-03-20,14:14,현금,"607,360","24,296"
556-97-7101,C,비회원,여성,컴퓨터 주변기기,"65,749",2,"131,498",2019-01-01,15:51,현금,"126,440","5,058"
862-59-8517,C,비회원,여성,식품/음료,"93,850",6,"563,100",2019-01-27,11:17,현금,"541,440","21,660"
401-18-8016,B,회원,여성,스포츠/여행,"102,055",1,"102,055",2019-01-21,17:36,현금,"98,130","3,925"
420-18-8989,A,회원,여성,스포츠/여행,"53,581",8,"428,648",2019-02-02,15:47,현금,"412,160","16,488"
277-63-2961,B,회원,남성,스포츠/여행,"76,929",1,"76,929",2019-02-03,15:53,신용카드,"73,970","2,959"
573-98-8548,C,회원,여성,패션/액세서리,"33,176",1,"33,176",2019-01-05,12:40,신용카드,"31,900","1,276"
620-02-2046,C,비회원,남성,홈데코,"72,176",2,"144,352",2019-01-27,19:48,신용카드,"138,800","5,552"
282-35-2475,B,비회원,여성,스포츠/여행,"97,042",2,"194,084",2019-03-25,17:53,현금,"186,620","7,464"
511-54-3087,B,비회원,남성,스포츠/여행,"91,988",1,"91,988",2019-02-25,16:36,신용카드,"88,450","3,538"
726-29-6793,A,회원,남성,컴퓨터 주변기기,"25,147",8,"201,176",2019-01-28,20:54,신용카드,"193,440","7,736"
387-49-4215,B,회원,여성,스포츠/여행,"50,440",3,"151,320",2019-01-08,12:50,현금,"145,500","5,820"
862-17-9201,B,비회원,여성,식품/음료,"87,412",6,"524,472",2019-01-29,10:48,신용카드,"504,300","20,172"
291-21-5991,B,회원,남성,헬스/뷰티,"63,742",5,"318,710",2019-03-29,14:28,현금,"306,450","12,260"
602-80-9671,C,회원,여성,홈데코,"16,588",6,"99,528",2019-02-09,17:15,신용카드,"95,700","3,828"
347-72-6115,B,회원,여성,스포츠/여행,"94,370",7,"660,590",2019-01-16,18:03,신용카드,"635,180","25,410"
209-61-0206,A,비회원,여성,홈데코,"44,626",5,"223,130",2019-01-05,17:29,신용카드,"214,550","8,580"
595-27-4851,A,비회원,여성,패션/액세서리,"56,451",7,"395,157",2019-01-27,18:05,신용카드,"379,960","15,197"
189-52-0236,A,비회원,남성,컴퓨터 주변기기,"103,532",7,"724,724",2019-03-14,12:07,현금,"696,850","27,874"
503-07-0930,C,회원,남성,스포츠/여행,"60,726",7,"425,082",2019-02-23,19:49,신용카드,"408,730","16,352"
413-20-6708,C,회원,여성,패션/액세서리,"53,529",1,"53,529",2019-03-18,15:52,신용카드,"51,470","2,059"
425-85-2085,B,회원,남성,헬스/뷰티,"57,054",5,"285,270",2019-03-29,16:48,신용카드,"274,300","10,970"
521-18-7827,C,회원,남성,홈데코,"40,966",5,"204,830",2019-01-22,20:46,신용카드,"196,950","7,880"
220-28-1851,A,비회원,남성,홈데코,"36,119",2,"72,238",2019-03-01,18:14,신용카드,"69,460","2,778"
600-38-9738,C,회원,남성,스포츠/여행,"74,797",5,"373,985",2019-01-17,15:05,신용카드,"359,600","14,385"
734-91-1155,B,비회원,여성,컴퓨터 주변기기,"47,538",3,"142,614",2019-03-26,10:34,신용카드,"137,130","5,484"
451-28-5717,C,회원,여성,홈데코,"86,497",6,"518,982",2019-03-20,11:23,현금,"499,020","19,962"
609-81-8548,A,회원,여성,홈데코,"38,938",6,"233,628",2019-02-06,13:55,신용카드,"224,640","8,988"
133-14-7229,C,비회원,남성,헬스/뷰티,"65,385",2,"130,770",2019-01-01,11:43,현금,"125,740","5,030"
534-01-4457,A,비회원,남성,식품/음료,"84,978",6,"509,868",2019-01-27,14:36,신용카드,"490,260","19,608"
719-89-8991,A,회원,여성,스포츠/여행,"95,066",5,"475,330",2019-02-25,16:03,신용카드,"457,050","18,280"
286-62-6248,B,비회원,남성,패션/액세서리,"40,778",4,"163,112",2019-01-16,20:03,신용카드,"156,840","6,272"
339-38-9982,B,회원,남성,패션/액세서리,"62,254",2,"124,508",2019-01-13,14:55,신용카드,"119,720","4,788"
827-44-5872,B,회원,여성,식품/음료,"56,534",10,"565,340",2019-02-07,11:28,신용카드,"543,600","21,740"
827-77-7633,A,비회원,남성,스포츠/여행,"102,014",9,"918,126",2019-02-17,19:41,현금,"882,810","35,316"
287-83-1405,A,비회원,남성,헬스/뷰티,"26,447",6,"158,682",2019-02-12,19:01,신용카드,"152,580","6,102"
435-13-4908,A,회원,남성,패션/액세서리,"90,147",8,"721,176",2019-01-24,18:04,신용카드,"693,440","27,736"
857-67-9057,B,비회원,남성,컴퓨터 주변기기,"23,868",10,"238,680",2019-02-06,19:20,신용카드,"229,500","9,180"
236-27-1144,C,비회원,여성,식품/음료,"16,962",9,"152,658",2019-03-26,10:31,신용카드,"146,790","5,868"
892-05-6689,A,비회원,여성,홈데코,"29,453",5,"147,265",2019-03-11,13:28,신용카드,"141,600","5,665"
583-41-4548,C,비회원,남성,홈데코,"17,337",7,"121,359",2019-02-07,11:36,신용카드,"116,690","4,669"
339-12-4827,B,회원,여성,패션/액세서리,"76,918",1,"76,918",2019-01-05,11:32,신용카드,"73,960","2,958"
643-38-7867,A,비회원,남성,홈데코,"101,858",1,"101,858",2019-03-07,11:44,신용카드,"97,940","3,918"
308-81-0538,A,비회원,여성,패션/액세서리,"75,972",4,"303,888",2019-02-25,17:16,신용카드,"292,200","11,688"
358-88-9262,C,회원,여성,식품/음료,"90,979",6,"545,874",2019-02-01,18:43,신용카드,"524,880","20,994"
460-35-4390,A,비회원,남성,홈데코,"31,907",3,"95,721",2019-01-22,11:00,신용카드,"92,040","3,681"
343-87-0864,C,회원,남성,헬스/뷰티,"78,915",1,"78,915",2019-01-03,10:30,신용카드,"75,880","3,035"
173-50-1108,B,회원,여성,스포츠/여행,"20,987",4,"83,948",2019-02-13,12:14,신용카드,"80,720","3,228"
243-47-2663,C,회원,남성,컴퓨터 주변기기,"19,521",6,"117,126",2019-01-28,16:43,신용카드,"112,620","4,506"
841-18-8232,B,비회원,여성,식품/음료,"74,048",1,"74,048",2019-01-05,20:40,신용카드,"71,200","2,848"
701-23-5550,B,회원,남성,홈데코,"40,362",4,"161,448",2019-03-19,13:40,신용카드,"155,240","6,208"
647-50-1224,A,비회원,여성,패션/액세서리,"30,597",10,"305,970",2019-01-12,16:23,신용카드,"294,200","11,770"
541-48-8554,A,비회원,남성,스포츠/여행,"63,388",9,"570,492",2019-01-07,12:08,신용카드,"548,550","21,942"
539-21-7227,B,비회원,여성,스포츠/여행,"53,602",5,"268,010",2019-01-26,17:45,현금,"257,700","10,310"
213-32-1216,A,비회원,여성,컴퓨터 주변기기,"68,702",6,"412,212",2019-01-23,10:28,현금,"396,360","15,852"
747-58-7183,B,비회원,남성,패션/액세서리,"59,561",3,"178,683",2019-02-09,20:31,신용카드,"171,810","6,873"
582-52-8065,B,비회원,여성,패션/액세서리,"56,482",9,"508,338",2019-02-22,10:49,현금,"488,790","19,548"
210-57-1719,B,비회원,여성,헬스/뷰티,"60,570",9,"545,130",2019-02-05,12:34,현금,"524,160","20,970"
399-69-4630,C,비회원,남성,컴퓨터 주변기기,"23,098",6,"138,588",2019-03-07,10:23,신용카드,"133,260","5,328"
134-75-2619,A,회원,남성,컴퓨터 주변기기,"20,093",7,"140,651",2019-03-25,18:51,현금,"135,240","5,411"
356-44-8813,B,비회원,남성,홈데코,"38,979",3,"116,937",2019-01-20,13:45,신용카드,"112,440","4,497"
198-66-9832,B,회원,여성,패션/액세서리,"74,922",2,"149,844",2019-02-04,19:38,현금,"144,080","5,764"
283-26-5248,C,회원,여성,식품/음료,"102,461",10,"1,024,610",2019-01-30,20:23,신용카드,"985,200","39,410"
712-39-0363,A,회원,남성,식품/음료,"43,326",6,"259,956",2019-01-02,15:24,신용카드,"249,960","9,996"
218-59-9410,A,회원,여성,홈데코,"75,317",3,"225,951",2019-03-29,16:54,신용카드,"217,260","8,691"
174-75-0888,B,비회원,남성,컴퓨터 주변기기,"22,443",9,"201,987",2019-03-14,12:32,현금,"194,220","7,767"
866-99-7614,C,비회원,남성,식품/음료,"92,768",10,"927,680",2019-02-11,15:42,신용카드,"892,000","35,680"
134-54-4720,B,비회원,여성,컴퓨터 주변기기,"44,117",8,"352,936",2019-01-30,13:58,신용카드,"339,360","13,576"
760-90-2357,A,회원,남성,컴퓨터 주변기기,"77,490",6,"464,940",2019-03-20,15:08,신용카드,"447,060","17,880"
514-37-2845,B,비회원,남성,패션/액세서리,"103,220",2,"206,440",2019-03-20,13:02,현금,"198,500","7,940"
698-98-5964,A,비회원,여성,식품/음료,"84,458",10,"844,580",2019-01-17,13:01,신용카드,"812,100","32,480"
718-57-9773,C,비회원,여성,스포츠/여행,"51,303",10,"513,030",2019-02-03,16:40,신용카드,"493,300","19,730"
651-88-7328,A,비회원,여성,패션/액세서리,"68,370",9,"615,330",2019-01-01,13:55,현금,"591,660","23,670"
241-11-2261,B,비회원,여성,패션/액세서리,"83,054",7,"581,378",2019-01-10,10:33,신용카드,"559,020","22,358"
408-26-9866,C,비회원,여성,스포츠/여행,"76,939",7,"538,573",2019-03-02,16:42,신용카드,"517,860","20,713"
834-83-1826,B,회원,여성,홈데코,"85,322",5,"426,610",2019-02-25,17:16,신용카드,"410,200","16,410"
343-61-3544,B,회원,남성,스포츠/여행,"27,737",10,"277,370",2019-01-29,11:48,현금,"266,700","10,670"
239-48-4278,A,회원,남성,식품/음료,"10,535",7,"73,745",2019-03-10,19:35,신용카드,"70,910","2,835"
355-34-6244,B,비회원,남성,식품/음료,"75,286",2,"150,572",2019-01-13,19:55,신용카드,"144,780","5,792"
550-84-8664,A,비회원,남성,스포츠/여행,"89,346",5,"446,730",2019-03-22,14:33,신용카드,"429,550","17,180"
339-96-8318,B,회원,남성,패션/액세서리,"84,562",7,"591,934",2019-03-01,19:49,신용카드,"569,170","22,764"
458-61-0011,B,비회원,남성,식품/음료,"62,712",4,"250,848",2019-02-20,18:43,현금,"241,200","9,648"
592-34-6155,C,비회원,남성,식품/음료,"33,041",4,"132,164",2019-01-14,14:43,신용카드,"127,080","5,084"
797-88-0493,A,비회원,여성,헬스/뷰티,"66,841",4,"267,364",2019-03-26,13:54,현금,"257,080","10,284"
207-73-1363,B,비회원,남성,헬스/뷰티,"72,290",2,"144,580",2019-03-01,12:15,신용카드,"139,020","5,560"
390-31-6381,C,비회원,남성,식품/음료,"28,309",3,"84,927",2019-01-07,12:37,현금,"81,660","3,267"
443-82-0585,A,회원,여성,헬스/뷰티,"80,787",4,"323,148",2019-02-01,19:54,현금,"310,720","12,428"
339-18-7061,C,회원,여성,패션/액세서리,"96,699",2,"193,398",2019-02-13,15:06,신용카드,"185,960","7,438"
359-90-3665,B,회원,여성,패션/액세서리,"18,803",4,"75,212",2019-01-14,18:03,신용카드,"72,320","2,892"
375-72-3056,B,비회원,남성,스포츠/여행,"65,582",3,"196,746",2019-01-19,15:58,신용카드,"189,180","7,566"
127-47-6963,A,비회원,남성,헬스/뷰티,"53,778",4,"215,112",2019-03-09,13:53,신용카드,"206,840","8,272"
278-86-2735,A,비회원,여성,식품/음료,"54,434",3,"163,302",2019-03-27,14:03,현금,"157,020","6,282"
695-28-6250,A,비회원,여성,스포츠/여행,"44,782",5,"223,910",2019-02-04,16:38,신용카드,"215,300","8,610"
379-17-6588,C,비회원,남성,패션/액세서리,"61,994",10,"619,940",2019-03-14,11:07,현금,"596,100","23,840"
227-50-3718,A,비회원,남성,헬스/뷰티,"15,205",5,"76,025",2019-03-04,12:23,현금,"73,100","2,925"
302-15-2162,C,회원,남성,헬스/뷰티,"48,391",6,"290,346",2019-03-03,10:54,신용카드,"279,180","11,166"
788-07-8452,C,회원,여성,홈데코,"25,210",7,"176,470",2019-01-27,17:38,신용카드,"169,680","6,790"
560-49-6611,A,회원,여성,스포츠/여행,"47,403",1,"47,403",2019-02-07,14:13,현금,"45,580","1,823"
880-35-0356,A,회원,여성,스포츠/여행,"78,208",3,"234,624",2019-02-05,11:51,신용카드,"225,600","9,024"
585-11-6748,B,회원,남성,스포츠/여행,"100,672",3,"302,016",2019-03-15,13:05,현금,"290,400","11,616"
470-31-3286,B,비회원,남성,헬스/뷰티,"15,413",3,"46,239",2019-03-01,11:30,신용카드,"44,460","1,779"
152-68-2907,A,비회원,남성,식품/음료,"54,288",3,"162,864",2019-02-15,13:30,신용카드,"156,600","6,264"
123-35-4896,C,비회원,여성,스포츠/여행,"48,526",9,"436,734",2019-02-17,19:11,신용카드,"419,940","16,794"
258-69-7810,C,비회원,여성,패션/액세서리,"38,324",5,"191,620",2019-01-26,18:53,현금,"184,250","7,370"
334-64-2006,A,회원,여성,홈데코,"73,133",2,"146,266",2019-03-24,14:22,신용카드,"140,640","5,626"
219-61-4139,C,비회원,남성,컴퓨터 주변기기,"86,403",1,"86,403",2019-01-23,17:16,신용카드,"83,080","3,323"
881-41-7302,C,비회원,여성,패션/액세서리,"67,590",1,"67,590",2019-01-26,10:06,신용카드,"64,990","2,600"
373-09-4567,C,비회원,남성,식품/음료,"80,662",10,"806,620",2019-03-14,20:35,신용카드,"775,600","31,020"
642-30-6693,B,비회원,여성,스포츠/여행,"56,690",6,"340,140",2019-03-17,13:54,신용카드,"327,060","13,080"
484-22-8230,C,회원,여성,패션/액세서리,"53,966",7,"377,762",2019-01-08,20:08,현금,"363,230","14,532"
830-58-2383,B,비회원,남성,홈데코,"33,020",4,"132,080",2019-02-08,15:26,현금,"127,000","5,080"
559-98-9873,A,회원,여성,패션/액세서리,"55,796",7,"390,572",2019-02-10,12:56,신용카드,"375,550","15,022"
544-32-5024,C,회원,여성,식품/음료,"51,782",4,"207,128",2019-03-28,19:16,신용카드,"199,160","7,968"
318-12-0304,A,비회원,남성,패션/액세서리,"31,834",1,"31,834",2019-01-23,12:20,신용카드,"30,610","1,224"
349-97-8902,B,회원,남성,식품/음료,"60,206",2,"120,412",2019-01-17,10:37,신용카드,"115,780","4,632"
421-95-9805,A,비회원,여성,컴퓨터 주변기기,"30,118",1,"30,118",2019-02-07,10:18,신용카드,"28,960","1,158"
277-35-5865,C,회원,여성,식품/음료,"102,929",9,"926,361",2019-03-09,11:23,현금,"890,730","35,631"
789-23-8625,B,회원,남성,패션/액세서리,"96,949",3,"290,847",2019-01-24,11:45,현금,"279,660","11,187"
284-54-4231,C,회원,남성,스포츠/여행,"84,167",1,"84,167",2019-01-19,16:08,신용카드,"80,930","3,237"
443-59-0061,A,회원,남성,식품/음료,"70,148",10,"701,480",2019-02-03,11:25,신용카드,"674,500","26,980"
509-29-3912,A,회원,여성,스포츠/여행,"40,269",9,"362,421",2019-03-20,12:24,신용카드,"348,480","13,941"
327-40-9673,B,회원,남성,스포츠/여행,"75,504",6,"453,024",2019-01-13,19:51,현금,"435,600","17,424"
840-19-2096,C,회원,남성,컴퓨터 주변기기,"91,426",5,"457,130",2019-03-14,18:10,신용카드,"439,550","17,580"
828-46-6863,A,회원,남성,식품/음료,"102,471",6,"614,826",2019-01-23,11:22,신용카드,"591,180","23,646"
641-96-3695,C,회원,여성,패션/액세서리,"45,198",6,"271,188",2019-02-07,17:55,신용카드,"260,760","10,428"
420-97-3340,A,비회원,여성,식품/음료,"74,547",3,"223,641",2019-03-28,15:30,신용카드,"215,040","8,601"
436-54-4512,A,회원,여성,식품/음료,"95,274",1,"95,274",2019-03-20,19:44,현금,"91,610","3,664"
670-79-6321,B,회원,여성,홈데코,"98,374",7,"688,618",2019-01-17,15:27,신용카드,"662,130","26,488"
852-62-7105,B,비회원,여성,패션/액세서리,"86,580",10,"865,800",2019-01-12,11:25,신용카드,"832,500","33,300"
598-06-7312,B,회원,남성,패션/액세서리,"95,004",1,"95,004",2019-02-16,15:42,현금,"91,350","3,654"
135-13-8269,B,회원,여성,식품/음료,"82,035",2,"164,070",2019-01-26,16:04,현금,"157,760","6,310"
816-57-2053,A,비회원,남성,스포츠/여행,"63,305",2,"126,610",2019-03-09,12:37,신용카드,"121,740","4,870"
628-90-8624,B,회원,남성,헬스/뷰티,"85,883",10,"858,830",2019-03-14,14:41,현금,"825,800","33,030"
856-66-2701,A,회원,남성,홈데코,"55,432",3,"166,296",2019-01-25,14:19,신용카드,"159,900","6,396"
308-39-1707,A,비회원,여성,패션/액세서리,"12,574",1,"12,574",2019-01-26,18:19,신용카드,"12,090",484
149-61-1929,A,비회원,남성,스포츠/여행,"66,758",10,"667,580",2019-01-19,14:08,신용카드,"641,900","25,680"
655-07-2265,A,비회원,남성,컴퓨터 주변기기,"81,442",3,"244,326",2019-03-05,16:38,신용카드,"234,930","9,396"
589-02-8023,A,회원,남성,식품/음료,"87,121",2,"174,242",2019-01-15,10:54,신용카드,"167,540","6,702"
420-04-7590,B,비회원,남성,홈데코,"103,688",3,"311,064",2019-03-18,11:29,신용카드,"299,100","11,964"
182-88-2763,B,회원,남성,식품/음료,"83,106",3,"249,318",2019-03-20,19:28,신용카드,"239,730","9,588"
188-55-0967,B,회원,남성,헬스/뷰티,"69,129",10,"691,290",2019-01-15,15:01,신용카드,"664,700","26,590"
610-46-4100,A,비회원,남성,헬스/뷰티,"30,108",7,"210,756",2019-03-03,20:31,신용카드,"202,650","8,106"
318-81-2368,C,비회원,여성,컴퓨터 주변기기,"48,048",1,"48,048",2019-03-19,12:16,현금,"46,200","1,848"
364-33-8584,B,회원,여성,식품/음료,"18,335",5,"91,675",2019-03-08,15:27,현금,"88,150","3,525"
665-63-9737,B,비회원,남성,패션/액세서리,"54,517",3,"163,551",2019-02-27,17:36,신용카드,"157,260","6,291"
695-09-5146,B,회원,여성,식품/음료,"102,742",3,"308,226",2019-02-23,20:00,신용카드,"296,370","11,856"
155-45-3814,C,회원,여성,컴퓨터 주변기기,"92,092",8,"736,736",2019-03-19,15:29,신용카드,"708,400","28,336"
794-32-2436,B,회원,남성,컴퓨터 주변기기,"57,897",2,"115,794",2019-03-27,15:08,신용카드,"111,340","4,454"
131-15-8856,C,회원,여성,식품/음료,"75,421",8,"603,368",2019-03-30,19:26,신용카드,"580,160","23,208"
273-84-2164,C,회원,남성,컴퓨터 주변기기,"12,532",5,"62,660",2019-02-16,15:53,신용카드,"60,250","2,410"
706-36-6154,A,회원,남성,홈데코,"20,134",9,"181,206",2019-01-18,18:43,신용카드,"174,240","6,966"
778-89-7974,C,비회원,남성,헬스/뷰티,"73,018",6,"438,108",2019-03-30,14:58,현금,"421,260","16,848"
574-31-8277,B,회원,남성,패션/액세서리,"34,975",1,"34,975",2019-03-20,19:55,현금,"33,630","1,345"
859-71-0933,C,회원,여성,스포츠/여행,"16,110",2,"32,220",2019-01-16,15:10,현금,"30,980","1,240"
740-11-5257,C,비회원,남성,컴퓨터 주변기기,"25,730",10,"257,300",2019-02-24,16:44,현금,"247,400","9,900"
369-82-2676,B,비회원,남성,컴퓨터 주변기기,"78,686",5,"393,430",2019-01-15,18:22,신용카드,"378,300","15,130"
563-47-4072,B,비회원,여성,헬스/뷰티,"58,042",6,"348,252",2019-01-22,11:52,현금,"334,860","13,392"
742-04-5161,A,회원,남성,홈데코,"75,691",10,"756,910",2019-02-03,17:24,현금,"727,800","29,110"
149-15-7606,B,회원,남성,스포츠/여행,"38,813",9,"349,317",2019-03-06,15:31,신용카드,"335,880","13,437"
133-77-3154,B,회원,남성,패션/액세서리,"62,587",4,"250,348",2019-02-16,18:04,신용카드,"240,720","9,628"
169-52-4504,A,비회원,여성,컴퓨터 주변기기,"16,318",3,"48,954",2019-03-14,14:13,신용카드,"47,070","1,884"
250-81-7186,C,비회원,여성,컴퓨터 주변기기,"103,678",1,"103,678",2019-02-27,10:23,신용카드,"99,690","3,988"
562-12-5430,A,회원,여성,패션/액세서리,"91,676",3,"275,028",2019-01-18,10:11,신용카드,"264,450","10,578"
816-72-8853,A,회원,여성,스포츠/여행,"29,047",5,"145,235",2019-01-29,15:48,현금,"139,650","5,585"
491-38-3499,A,회원,남성,패션/액세서리,"57,668",1,"57,668",2019-02-26,17:46,신용카드,"55,450","2,218"
322-02-2271,B,비회원,여성,스포츠/여행,"44,689",3,"134,067",2019-02-03,11:46,현금,"128,910","5,157"
842-29-4695,C,회원,남성,스포츠/여행,"17,826",7,"124,782",2019-01-16,12:07,신용카드,"119,980","4,802"
725-67-2480,B,회원,여성,패션/액세서리,"61,100",6,"366,600",2019-03-24,18:14,신용카드,"352,500","14,100"
641-51-2661,C,회원,여성,식품/음료,"90,584",10,"905,840",2019-02-12,14:45,신용카드,"871,000","34,840"
714-02-3114,C,비회원,여성,스포츠/여행,"102,752",2,"205,504",2019-02-21,11:39,현금,"197,600","7,904"
518-17-2983,A,비회원,여성,패션/액세서리,"50,575",4,"202,300",2019-02-04,15:44,신용카드,"194,520","7,780"
779-42-2410,B,회원,남성,식품/음료,"60,050",3,"180,150",2019-02-20,13:06,신용카드,"173,220","6,930"
190-14-3147,B,비회원,여성,헬스/뷰티,"18,689",4,"74,756",2019-02-23,20:43,신용카드,"71,880","2,876"
408-66-6712,C,회원,여성,헬스/뷰티,"49,618",6,"297,708",2019-02-16,14:19,신용카드,"286,260","11,448"
679-22-6530,B,비회원,여성,스포츠/여행,"42,245",2,"84,490",2019-01-17,10:01,신용카드,"81,240","3,250"
588-47-8641,A,회원,남성,패션/액세서리,"58,282",10,"582,820",2019-01-14,19:30,신용카드,"560,400","22,420"
642-61-4706,B,회원,남성,식품/음료,"97,136",2,"194,272",2019-03-30,16:34,현금,"186,800","7,472"
576-31-4774,B,비회원,여성,헬스/뷰티,"76,346",3,"229,038",2019-03-02,13:10,신용카드,"220,230","8,808"
556-41-6224,C,비회원,남성,헬스/뷰티,"34,986",8,"279,888",2019-02-15,17:10,신용카드,"269,120","10,768"
811-03-8790,A,비회원,여성,컴퓨터 주변기기,"47,299",10,"472,990",2019-03-01,10:22,신용카드,"454,800","18,190"
242-11-3142,B,회원,남성,패션/액세서리,"87,121",2,"174,242",2019-02-24,19:57,현금,"167,540","6,702"
752-23-3760,B,회원,여성,스포츠/여행,"66,643",7,"466,501",2019-02-19,19:29,신용카드,"448,560","17,941"
274-05-5470,A,회원,여성,식품/음료,"76,409",4,"305,636",2019-02-23,18:30,현금,"293,880","11,756"
648-94-3045,C,비회원,남성,헬스/뷰티,"61,308",10,"613,080",2019-02-07,14:27,신용카드,"589,500","23,580"
130-67-4723,A,회원,남성,식품/음료,"50,440",6,"302,640",2019-01-11,13:57,신용카드,"291,000","11,640"
528-87-5606,B,회원,여성,컴퓨터 주변기기,"41,059",1,"41,059",2019-02-12,19:43,현금,"39,480","1,579"
320-85-2052,B,비회원,여성,스포츠/여행,"36,202",1,"36,202",2019-01-14,10:11,신용카드,"34,810","1,392"
370-96-0655,C,비회원,여성,패션/액세서리,"51,293",6,"307,758",2019-01-09,13:46,신용카드,"295,920","11,838"
105-10-6182,A,회원,남성,패션/액세서리,"22,339",2,"44,678",2019-02-27,12:22,신용카드,"42,960","1,718"
510-79-0415,B,회원,여성,스포츠/여행,"24,003",6,"144,018",2019-01-24,19:20,신용카드,"138,480","5,538"
241-96-5076,B,회원,여성,홈데코,"51,064",2,"102,128",2019-01-08,12:58,신용카드,"98,200","3,928"
